Name,Mw,Omega,Tc,Pc,Vc,Zc,Tm,Tb,Ttr,Ptr,Vliq,SolPar,,,,,,,,,,,,,,,,,
3-NITROBENZOTRIFLUORIDE,"191,11","0,5364",667,"27,634","0,46","0,232",272,"475,93",272,"3,09E-05","1,34E-01","20,3234",,,,,,,,,,,,,,,,,
THIOUREA,"76,122","0,3586",854,"81,224","0,248","0,287","454,15",536,"454,15","9,47E-02","9,06E-02","24,9136",,,,,,,,,,,,,,,,,
"1,2-ETHANE",DIPHOSPHONIC,ACID,"190,029",0,0,0,0,0,"491,15",0,"491,15","4,632",0,0,,,,,,,,,,,,,,,
TETRACHLOROTHIOPHENE,"221,921","0,3608",753,"36,22","0,428","0,251","301,97","506,54","301,97","1,36E-04","1,30E-01","21,1972",,,,,,,,,,,,,,,,,
N-METHYLTHIOPYRROLIDONE,"115,199","0,2381",869,"42,635","0,347","0,207",276,557,276,"4,22E-06","8,56E-02","25,8148",,,,,,,,,,,,,,,,,
BIS-2-CHLOROETHYL-2-CHLOROETHYL,PHOSPHONATE,"269,491",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
MALATHION,"330,363",0,0,0,0,0,276,654,276,"2,10E-08","2,74E-01",0,,,,,,,,,,,,,,,,,
TRIPHENYLPHOSPHINE,OXIDE,"278,29",0,0,0,0,0,"432,15",0,"432,15","8,32E-03","4,2866",0,,,,,,,,,,,,,,,,
TRIPHENYLPHOSPHINE,"262,291","0,4517",1008,"77,375","0,554","0,518","354,4","650,15","354,4","3,85E-06","2,44E-01","18,6771",,,,,,,,,,,,,,,,,
HYDROXYLAMINE,"33,03",0,574,"135,208",0,0,"306,25",383,"306,25","3,80E-03","1,33E-01",0,,,,,,,,,,,,,,,,,
SILVER,"107,868","0,1499",6410,"4747,1","0,0398","0,359",1234,2485,1234,"2,13E-06","1,16E-02","154,3",,,,,,,,,,,,,,,,,
ALUMINUM,"26,982",0,7151,"5386,626","0,039","0,358",933,"2329,15",933,"1,78E-09","1,14E-02",129,,,,,,,,,,,,,,,,,
ARGON,"39,948",0,"150,86","48,339","0,0746","0,291","83,78","87,28","83,78","6,78E-01","2,86E-02","14,13",,,,,,,,,,,,,,,,,
ARSENIC,"74,922","-0,368",1673,"220,084","0,035","0,0561",1090,888,"1095,15","3,65E+01","0,00E+00",0,,,,,,,,,,,,,,,,,
BERYLLIUM,"9,012","0,2274",5205,"386,874","0,3115","0,282",1556,2757,1556,"3,54E-05","9,92E-02","54,66",,,,,,,,,,,,,,,,,
BISMUTH,"208,98","-0,2366",4620,"759,931","0,104","0,208","544,54","1837,15","544,54","1,87E-13","2,08E-02","95,14",,,,,,,,,,,,,,,,,
BROMINE,"159,808","0,129","584,15","101,653","0,135","0,286","265,9","331,9","265,85","5,78E-02","5,15E-02","23,59",,,,,,,,,,,,,,,,,
CARBON,"12,011","0,3268",6810,"2200,838","0,0188","0,074",4300,0,4530,"1,03E+02","7,46E-03","76,88",,,,,,,,,,,,,,,,,
CALCIUM,"40,078","0,1187",3267,"150,999","0,5171","0,291",1115,1757,1115,"1,97E-03","2,93E-02","72,0648",,,,,,,,,,,,,,,,,
CHLORINE,"70,905","0,0688","417,15","76,092","0,124","0,276","172,12","239,12","172,12","1,35E-02","4,55E-02","20,12",,,,,,,,,,,,,,,,,
DEUTERIUM,"4,032","-0,1449","38,35","16,4","0,0603","0,314","18,732","23,654","18,732","1,68E-01","2,51E-02","6,2644",,,,,,,,,,,,,,,,,
FLUORINE,"37,997","0,053","144,12","51,048","0,0665","0,287","53,54","84,95","53,481","2,49E-03","2,53E-02","15,2075",,,,,,,,,,,,,,,,,
IRON,"55,847","-0,2984",9340,"10017,268","0,028","0,366","1808,15",3000,"1808,15","6,78E-05","8,02E-03","212,124",,,,,,,,,,,,,,,,,
GERMANIUM,"72,61","-0,0715",9803,"6425,856","0,045","0,359","1210,4",3100,"1210,4","1,36E-09","1,30E-02","163,434",,,,,,,,,,,,,,,,,
HYDROGEN,"2,016","-0,216","33,19","12,958","0,0641","0,305","13,95","20,39","13,95","7,13E-02","2,86E-02","6,6478",,,,,,,,,,,,,,,,,
HYDROGEN,(para),"2,016","-0,2208","32,976","12,759","0,0641","0,302","13,803","20,268","13,803","6,92E-02",0,"5,0651",,,,,,,,,,,,,,,,
HELIUM-3,"3,016","-0,4715","3,31","1,155","0,0725","0,308","1,01","3,2","1,01","1,25E-02","5,10E-02",0,,,,,,,,,,,,,,,,,
HELIUM-4,"4,003","-0,39","5,2","2,245","0,0573","0,302","1,763","4,224","1,763","1,46E-02","3,23E-02","1,2222",,,,,,,,,,,,,,,,,
MERCURY,"200,59","-0,1645",1735,"1587,002","0,0563","0,628","234,29","629,73","234,308","2,90E-09","1,49E-02","64,6906",,,,,,,,,,,,,,,,,
IODINE,"253,809","0,1115","819,15","115,016","0,155","0,265","386,75","457,56","386,75","1,21E-01","6,38E-02","25,5334",,,,,,,,,,,,,,,,,
POTASSIUM,"39,098","-0,1833",2223,160,"0,209","0,183","336,35",1037,"336,35","1,12E-09","4,72E-02","41,7834",,,,,,,,,,,,,,,,,
KRYPTON,"83,8",0,"209,35","54,3","0,0912","0,288","115,78","119,8","115,78","7,22E-01","3,46E-02","15,2759",,,,,,,,,,,,,,,,,
LITHIUM,"6,941","-0,0445",4085,"1699,995","0,047","0,238","453,69",1597,"453,69","1,46E-13","1,35E-02","111,14",,,,,,,,,,,,,,,,,
NITROGEN,"28,014","0,0377","126,2","33,555","0,0892","0,289","63,149","77,344","63,149","1,24E-01","3,47E-02","9,0819",,,,,,,,,,,,,,,,,
SODIUM,"22,99","-0,1055",2573,"349,999","0,116","0,192","370,98",1156,"370,97","1,27E-10","2,49E-02","63,9208",,,,,,,,,,,,,,,,,
NEON,"20,18","-0,0396","44,4","26,183","0,0417","0,3","24,55","27,09","24,56","4,27E-01","1,68E-02","9,4402",,,,,,,,,,,,,,,,,
OXYGEN,"31,999","0,0222","154,58","49,771","0,0734","0,288","54,361","90,188","54,361","1,48E-03","2,80E-02","8,1819",,,,,,,,,,,,,,,,,
PHOSPHORUS,"30,974",0,"993,75","82,2",0,0,"317,3","553,45","317,3","2,35E-04","1,77E-02",0,,,,,,,,,,,,,,,,,
SULFUR,"32,066","0,2463",1313,"179,7","0,158","0,264","388,36","717,824","388,36","3,05E-05","1,79E-02","20,2454",,,,,,,,,,,,,,,,,
SILICON,"28,085","1,0596",4886,"529,978","0,2326","0,307",1685,3151,1685,"4,68E-07","1,11E-02","197,838",,,,,,,,,,,,,,,,,
VANADIUM,"50,941","-0,2408",11325,"10179,124","0,0328","0,359",2190,"3653,15",2190,"3,11E-05","0,00E+00",0,,,,,,,,,,,,,,,,,
XENON,"131,29",0,"289,74","57,64","0,118","0,286","161,36","165,03","161,36","8,06E-01","4,44E-02","15,9089",,,,,,,,,,,,,,,,,
ZINC,"65,39","0,078",3170,"2866,024","0,033","0,3636","692,7","1181,15","692,7","2,04E-04","9,98E-03","109,447",,,,,,,,,,,,,,,,,
METHYL,TRICHLOROSILANE,"149,478","0,2634",517,"34,838","0,34","0,279","195,35","339,55","195,35","2,70E-04","1,9095","15,2268",,,,,,,,,,,,,,,,
METHYL,DICHLOROSILANE,"115,034","0,2758",483,"38,983","0,289","0,284","182,55","314,7","182,55","2,55E-04","1,9095","15,403",,,,,,,,,,,,,,,,
METHYL,CHLOROSILANE,"80,589","0,2252",442,"41,155","0,246","0,279","139,05","281,85","139,05","4,06E-06","1,9305","15,4377",,,,,,,,,,,,,,,,
METHYL,SILANE,"46,144","0,1393","352,5","47,767","0,205","0,339","116,34","216,25","116,34","1,11E-04","0,7344","14,2628",,,,,,,,,,,,,,,,
DIMETHYLDICHLOROSILANE,"129,061","0,2675","520,35","34,444","0,358","0,289","197,05","343,35","197,05","1,32E-04","1,21E-01","15,6323",,,,,,,,,,,,,,,,,
DIMETHYLCHLOROSILANE,"94,616","0,2526",472,"35,727","0,299","0,276","162,15","308,65","162,15","4,15E-05","1,10E-01","14,3865",,,,,,,,,,,,,,,,,
DIMETHYL,SILANE,"60,171","0,1322",402,"35,134","0,258","0,275","122,93","253,55","122,93","2,91E-06","0,7494","13,7913",,,,,,,,,,,,,,,,
TRIMETHYLCHLOROSILANE,"108,643","0,2701","497,75","31,582","0,366","0,283","215,45","330,75","215,45","2,01E-03","1,27E-01","14,6548",,,,,,,,,,,,,,,,,
TRIMETHYL,SILANE,"74,198","0,1751",432,"31,483","0,311","0,276","137,26","279,85","137,26","8,99E-06","0,5246","13,009",,,,,,,,,,,,,,,,
TETRAMETHYLSILANE,"88,225","0,224","450,4","27,772","0,357","0,268","174,07","299,8","174,07","2,61E-04","1,38E-01","12,606",,,,,,,,,,,,,,,,,
HEXAMETHYLDISILOXANE,"162,379","0,4176","518,7","18,89","0,601","0,267","204,93","373,67","204,93","5,70E-05","2,14E-01","12,5781",,,,,,,,,,,,,,,,,
HEXAMETHYLCYCLOTRISILOXANE,"222,464","0,4742","554,2","16,413","0,634","0,229","337,15","408,26","337,15","8,38E-02","2,50E-01","12,4479",,,,,,,,,,,,,,,,,
HEXAMETHYLDISILAZANE,"161,395","0,5101",544,"18,949","0,613","0,26",0,"399,15",0,"0,00E+00","2,09E-01","13,6319",,,,,,,,,,,,,,,,,
TETRAETHYL,SILANE,"144,332","0,4002",606,"23,686","0,587","0,28","189,36","426,56","189,36","2,33E-07","0,3897","14,8947",,,,,,,,,,,,,,,,
OCTAMETHYLCYCLOTETRASILOXANE,"296,618","0,589","586,5","13,146","0,97","0,265","290,8","448,15","290,8","7,30E-04","3,12E-01","12,9222",,,,,,,,,,,,,,,,,
DECAMETHYLCYCLOPENTASILOXANE,"370,773","0,6658","619,15","11,448","1,216","0,274","235,15","484,1","235,15","6,96E-07","3,89E-01","12,0599",,,,,,,,,,,,,,,,,
DODECAMETHYLCYCLOHEXASILOXANE,"444,927","0,7462","645,8","9,484","1,61","0,288","270,15","518,15","270,15","2,83E-06","4,62E-01","11,629",,,,,,,,,,,,,,,,,
DICHLOROSILANE,"101,007","0,0985",459,"45,3","0,237","0,285","151,15","281,45","151,15","4,53E-05","8,20E-02","16,6804",,,,,,,,,,,,,,,,,
TRICHLOROSILANE,"135,452","0,2031",479,"41,155","0,268","0,281","144,95",305,"144,95","2,83E-06","1,01E-01","15,4886",,,,,,,,,,,,,,,,,
TETRACHLOROSILANE,"169,896","0,2318",507,"35,431","0,326","0,278","204,3",330,"204,3","7,82E-04","1,16E-01","15,3423",,,,,,,,,,,,,,,,,
TETRAFLUOROSILANE,"104,079","0,3858",259,"36,714","0,202","0,349","186,35",178,"186,35","2,18E+00","6,40E-02","14,4327",,,,,,,,,,,,,,,,,
SILANE,"32,117","0,0965","269,7","47,8","0,1327","0,287","88,15",161,"88,48","1,58E-04","5,51E-02","14,2013",,,,,,,,,,,,,,,,,
DISILANE,"62,219","0,1017",432,"50,629","0,198","0,283","140,65",259,"143,85","2,32E-04","7,40E-02","16,0554",,,,,,,,,,,,,,,,,
SODIUM,FORMATE,"68,007",0,0,0,0,0,533,0,533,"0,00E+00",0,0,,,,,,,,,,,,,,,,
METHANESULFONIC,ACID,"96,107",0,0,0,"0,22",0,"292,81",561,"292,81","3,09E-07",0,0,,,,,,,,,,,,,,,,
POTASSIUM,ACETATE,"98,143",0,0,0,0,0,"565,15",0,"565,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,ACETATE,"82,034",0,0,0,0,0,"601,3",0,"601,3","0,00E+00",0,0,,,,,,,,,,,,,,,,
AMMONIUM,ACETATE,"77,083",0,0,0,0,0,"387,15",0,"387,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
AMMONIUM,OXALATE,"124,097",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
TRIMETHYLALUMINUM,"72,086","0,2179",620,"39,477","0,271","0,21","288,43","400,27","288,43","8,80E-03","9,63E-02","20,4074",,,,,,,,,,,,,,,,,
TRIMETHYLGALLIUM,"114,827","0,2077",510,"39,872","0,211","0,201","257,45","328,95","257,45","3,30E-02","1,01E-01","17,3704",,,,,,,,,,,,,,,,,
MONOSODIUM,GLUTAMATE,"169,113",0,0,0,0,0,438,0,438,"0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,DIETHYLDITHIOCARBAMATE,"171,263",0,0,0,0,0,368,0,368,"0,00E+00",0,0,,,,,,,,,,,,,,,,
BENZENESULFONIC,ACID,"158,178",0,0,0,"0,386",0,339,0,339,"0,00E+00","3,7996",0,,,,,,,,,,,,,,,,
SULFANILIC,ACID,"173,193",0,0,0,"0,44",0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
TRIETHYL,ALUMINUM,"114,167","0,8418","678,15","88,132","0,23","0,364","220,65","467,15","220,65","3,07E-09","0,5999","22,9335",,,,,,,,,,,,,,,,
HEXAMETHYL,PHOSPHORAMIDE,"179,202",0,0,0,0,0,"280,15","506,15","280,15","1,12E-05","5,5394","17,5537",,,,,,,,,,,,,,,,
SODIUM,BENZOATE,"144,105",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
o-TOLUENESULFONIC,ACID,"172,205",0,0,0,"0,438",0,"340,65",0,"340,65","0,00E+00",0,0,,,,,,,,,,,,,,,,
p-TOLUENESULFONIC,ACID,"172,205",0,0,0,"0,438",0,380,0,380,"0,00E+00",0,0,,,,,,,,,,,,,,,,
TETRAETHYL,LEAD,"323,447","0,4783",655,"20,972","0,6361","0,248","139,41","473,15","139,41","1,19E-16","0,2998","16,5275",,,,,,,,,,,,,,,,
DIOCTYLSODIUM,SULFOSUCCINATE,"444,565",0,0,0,0,0,428,0,428,"0,00E+00",0,0,,,,,,,,,,,,,,,,
FLUOSULFONIC,ACID,"100,071",0,715,0,"0,18",0,"184,17",436,"184,17","0,00E+00",0,"26,3323",,,,,,,,,,,,,,,,
SULFAMIC,ACID,"97,095",0,0,0,"0,225",0,478,0,478,"0,00E+00",0,0,,,,,,,,,,,,,,,,
BORIC,ACID,"61,833",0,0,0,0,0,"458,15",0,"458,15","3,47E+00",0,0,,,,,,,,,,,,,,,,
HYDROGEN,BROMIDE,"80,912","0,0734","363,15","84,402","0,1","0,283","186,34","206,45","185,15","2,95E-01","0,8213","20,9",,,,,,,,,,,,,,,,
HYDROGEN,CHLORIDE,"36,461","0,1315","324,65","82,013","0,081","0,249","158,97","188,15","158,97","1,33E-01","1,0791","22,0038",,,,,,,,,,,,,,,,
HYPOCHLOROUS,ACID,"52,46",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
CHLOROSULFONIC,ACID,"116,525","0,301",700,"83,888","0,195","0,285","193,15",427,"193,15","5,09E-08",0,"26,1158",,,,,,,,,,,,,,,,
PERCHLORIC,ACID,"100,458","0,0498",631,"38,095","0,168","0,124","171,95",385,"171,95","1,27E-06",0,"22,2548",,,,,,,,,,,,,,,,
HYDROGEN,FLUORIDE,"20,006","0,3823","461,15","63,953","0,069","0,117","189,79","292,67","189,79","3,32E-03","1,8195","15,588",,,,,,,,,,,,,,,,
HYDROGEN,IODIDE,"127,912","0,0381","423,85","82,013","0,1219","0,287","222,38","237,55","222,38","4,87E-01","0,4496","19,8665",,,,,,,,,,,,,,,,
NITROUS,ACID,"47,014",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
NITRIC,ACID,"63,013","0,7144",520,68,"0,145","0,231","231,55","356,15","231,55","6,00E-04","2,1703","29,6056",,,,,,,,,,,,,,,,
NITROSYLSULFURIC,ACID,"127,078",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
SULFURIC,ACID,"98,079",0,924,"63,163","0,177","0,147","283,46",610,"283,46","1,27E-08","2,7248","28,4128",,,,,,,,,,,,,,,,
HYPOPHOSPHOROUS,ACID,"65,996",0,0,0,0,0,"299,65","403,15","299,65","0,00E+00",0,0,,,,,,,,,,,,,,,,
PHOSPHOROUS,ACID,"81,996",0,0,0,0,0,"347,55","473,15","347,55","0,00E+00",0,0,,,,,,,,,,,,,,,,
PHOSPHORIC,ACID,"97,995",0,1030,"50,037","0,34","0,201","315,51",680,"315,51","9,87E-05",0,"37,0267",,,,,,,,,,,,,,,,
ALUMINUM,HYDROXIDE,"78,004",0,0,0,0,0,"573,15",0,"573,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
CALCIUM,HYDROXIDE,"74,093",0,0,0,0,0,"1381,15",0,"1381,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
POTASSIUM,HYDROXIDE,"56,106",0,2624,0,0,0,679,1600,679,"2,05E-07",0,0,,,,,,,,,,,,,,,,
SODIUM,HYDROXIDE,"39,997",0,2820,"246,731","0,2","0,213",596,1830,596,"2,92E-08",0,0,,,,,,,,,,,,,,,,
AMMONIA,"17,031","0,2526","405,65","111,325","0,0725","0,242","195,41","239,72","195,41","6,03E-02","2,50E-02","29,2249",,,,,,,,,,,,,,,,,
AMMONIUM,HYDROXIDE,"35,046",0,0,0,0,0,"194,15",271,"194,15","7,42E-03",0,0,,,,,,,,,,,,,,,,
ETHYLENE,GLYCOL,DINITRATE,"152,064","0,7904",654,"39,872","0,362","0,269","250,85","472,15","250,85","4,652","3,5671","25,0885",,,,,,,,,,,,,,,
DIMETHYLALUMINUM,CHLORIDE,"92,504","0,1834",619,"35,727","0,32","0,225","252,15","399,15","252,15","9,66E-04","1,6307","20,152",,,,,,,,,,,,,,,,
DIMETHYL,SULFATE,"126,133","0,4382",716,"69,183","0,293","0,345","241,35","461,95","241,35","6,32E-06",0,"21,9569",,,,,,,,,,,,,,,,
ETHYLENE,CARBONATE,"88,063","0,4158",790,"66,815","0,193","0,199","309,55","511,15","309,55","6,59E-05","4,5095","30,0352",,,,,,,,,,,,,,,,
DIMETHYL,CARBONATE,"90,079","0,3846",548,"44,412","0,251","0,248","273,15","363,4","273,15","1,80E-02","0,8993","20,2352",,,,,,,,,,,,,,,,
TRIMETHYL,PHOSPHATE,"140,076","0,3695",722,"55,86","0,277","0,261",227,"465,85",227,"1,96E-06","3,0276","19,9739",,,,,,,,,,,,,,,,
PROPYLENE,CARBONATE,"102,09","0,4419",778,"53,393","0,246","0,206","223,95","514,85","223,95","1,17E-08","4,5495","26,2573",,,,,,,,,,,,,,,,
DIETHYLSULFITE,"138,188","0,5065",624,"37,207","0,373","0,271",0,"431,15",0,"0,00E+00","1,28E-01","18,9553",,,,,,,,,,,,,,,,,
DIETHYL,SULFATE,"154,187","0,3911",749,"63,953","0,398","0,414",248,483,248,"2,47E-06",0,"20,3344",,,,,,,,,,,,,,,,
DIETHYL,CARBONATE,"118,133","0,4848",576,"33,457","0,356","0,252","230,15","399,95","230,15","3,64E-05","1,0999","18,3686",,,,,,,,,,,,,,,,
ETHYL,ALUMINUM,SESQUICHLORIDE,"247,506","0,4341",747,"68,69","0,428","0,48","253,15","482,15","253,15",0,0,"15,0151",,,,,,,,,,,,,,,
TRIETHYL,PHOSPHATE,"182,156","0,2805",750,"45,398","0,489","0,361",216,"484,15",216,"1,28E-07","3,0875","17,0418",,,,,,,,,,,,,,,,
TRI-n-BUTYL,BORATE,"230,156","0,1887","743,15","19,63","0,8633","0,278","203,15","506,65","203,15","8,09E-08","0,7794","12,7829",,,,,,,,,,,,,,,,
TRIPHENYL,PHOSPHATE,"326,288",0,0,0,0,0,"323,15","686,65","323,15","4,75E-08","2,8088",0,,,,,,,,,,,,,,,,
TRI-o-CRESYL,PHOSPHATE,"368,369",0,0,0,0,0,"240,15",0,"240,15","2,12E-12","2,8387","13,7824",,,,,,,,,,,,,,,,
SODIUM,PERBORATE,"81,799",0,0,0,0,0,"336,15",0,"336,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,BROMIDE,"102,894","-0,7998",4287,"189,999","0,398","0,215",1020,"1663,82",1020,"4,22E-04","9,399","50,6",,,,,,,,,,,,,,,,
SODIUM,BICARBONATE,"84,007",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,CYANIDE,"49,008",0,2900,0,0,0,"836,85","1769,15","836,85","6,25E-06",0,0,,,,,,,,,,,,,,,,
SODIUM,CARBONATE,"105,989",0,0,0,0,0,"1123,15",0,"1123,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,CHLORIDE,"58,443","0,1894",3400,"350,358","0,266","0,334","1073,95","1738,15","1073,95","3,88E-04","8,9928","57,3534",,,,,,,,,,,,,,,,
SODIUM,HYPOCHLORITE,"74,442",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,CHLORATE,"106,441",0,0,0,0,0,533,0,533,"0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,DICHROMATE,"261,968",0,0,0,0,0,"629,85",0,"629,85","0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,FLUORIDE,"41,988","-1,1147",5530,"525,004","0,185","0,214",1269,"1982,72",1269,"6,10E-04","8,1591","74,9994",,,,,,,,,,,,,,,,
SODIUM,BISULFITE,"104,062",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,BISULFATE,"120,061",0,0,0,0,0,"459,15",0,"459,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
DISODIUM,PHOSPHATE,"141,959",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
MONOSODIUM,PHOSPHATE,"119,977",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,NITRITE,"68,995",0,973,0,0,0,"557,15","593,15","557,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,NITRATE,"84,995",0,1321,0,0,0,"580,15","653,15","580,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,THIOSULFATE,"158,11",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,SILICATE,"122,063",0,0,0,0,0,1362,0,1362,"0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,SULFATE,"142,043",0,0,0,0,0,1157,0,1157,"2,08E-08",0,0,,,,,,,,,,,,,,,,
SODIUM,HYDROSULFITE,"174,109",0,0,0,0,0,"327,59",0,"327,59","0,00E+00",0,0,,,,,,,,,,,,,,,,
TRISODIUM,PHOSPHATE,"163,941",0,0,0,0,0,"1613,15",0,"1613,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
TETRASODIUM,PYROPHOSPHATE,"265,902",0,0,0,0,0,"1252,15",0,"1252,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,TRIPOLYPHOSPHATE,"367,864",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
SODIUM,HEXAMETAPHOSPHATE,"611,77",0,0,0,0,0,"883,15",0,"883,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
ALUMINUM,CHLORIDE,"133,34","0,3555",629,"25,956","0,261","0,131","465,7","453,15","465,7","2,30E+00","2,0294","18,49",,,,,,,,,,,,,,,,
ALUMINUM,PHOSPHATE,(ORTHO),"121,953",0,0,0,0,0,"2123,2",0,"2123,2",0,0,0,,,,,,,,,,,,,,,
ALUMINUM,SULFATE,"342,154",0,0,0,0,0,"1043,2",0,"1043,2","1,39E+00",0,0,,,,,,,,,,,,,,,,
POTASSIUM,BROMIDE,"119,002",0,3520,"114,01","0,314","0,124",1007,"1653,15",1007,"4,02E-04","10,8483","44,6081",,,,,,,,,,,,,,,,
BARIUM,CARBONATE,"197,336",0,0,0,0,0,"2013,15",0,"2013,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
CALCIUM,CARBONATE,"100,087",0,0,0,0,0,"1612,15",0,"1612,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
POTASSIUM,CARBONATE,"138,206",0,0,0,0,0,1174,0,1174,"0,00E+00",0,0,,,,,,,,,,,,,,,,
CALCIUM,CHLORIDE,"110,983",0,3620,0,0,0,1045,"2208,6",1045,"0,00E+00",0,0,,,,,,,,,,,,,,,,
CALCIUM,HYPOCHLORITE,"142,982",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
CALCIUM,FLUORIDE,"78,075",0,0,0,0,0,1691,"2806,5",1691,"5,69E-05",0,0,,,,,,,,,,,,,,,,
CALCIUM,SULFATE,"136,142",0,0,0,0,0,"1723,15",0,"1723,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
CUPROUS,CHLORIDE,"98,999",0,2435,0,0,0,703,"1763,15",703,"1,01E-04","1,8195","45,989",,,,,,,,,,,,,,,,
AMMONIUM,CHLORIDE,"53,491",0,882,"16,186",0,0,"793,2",612,"793,2","3,45E+01",0,0,,,,,,,,,,,,,,,,
AMMONIUM,PERCHLORATE,"117,489",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
POTASSIUM,CHLORIDE,"74,551","-0,1212",3470,"177,646","0,625","0,39",1044,1689,1044,"4,82E-04","10,2698","60,1879",,,,,,,,,,,,,,,,
POTASSIUM,CHLORATE,"122,549",0,0,0,0,0,642,0,642,"0,00E+00",0,0,,,,,,,,,,,,,,,,
CUPRIC,CHLORIDE,"134,451",0,2010,0,0,0,"906,15","1266,15","906,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
CUPRIC,SULFATE,"159,61",0,0,0,0,0,"473,15",0,"473,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
FERROUS,SULFATE,"151,911",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
DIPOTASSIUM,PHOSPHATE,"174,176",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
AMMONIUM,NITRATE,"80,043",0,0,0,0,0,"442,75",0,"442,75","0,00E+00",0,0,,,,,,,,,,,,,,,,
AMMONIUM,BISULFITE,"99,111",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
AMMONIUM,BISULFATE,"115,11",0,0,0,0,0,"420,05",0,"420,05","0,00E+00",0,0,,,,,,,,,,,,,,,,
AMMONIUM,PHOSPHATE,"115,026",0,0,0,0,0,"463,15",0,"463,15","0,00E+00","2,7698",0,,,,,,,,,,,,,,,,
AMMONIUM,SULFITE,"116,141",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
AMMONIUM,SULFATE,"132,141",0,0,0,0,0,"786,15",0,"786,15","0,00E+00",0,0,,,,,,,,,,,,,,,,
DIAMMONIUM,PHOSPHATE,"132,056",0,0,0,0,0,0,0,0,"0,00E+00",0,0,,,,,,,,,,,,,,,,
MAGNESIUM,NITRATE,"148,315",0,989,0,0,0,"363,05","603,15","363,05","0,00E+00",0,0,,,,,,,,,,,,,,,,
MAGNESIUM,SULFATE,"120,369",0,0,0,0,0,1400,0,1400,"0,00E+00",0,0,,,,,,,,,,,,,,,,
ZINC,SULFATE,"161,454",0,0,0,0,0,953,0,953,"0,00E+00",0,0,,,,,,,,,,,,,,,,
BORON,TRICHLORIDE,"117,169","0,1513","451,95","38,2","0,1483","0,153","166,15","285,65","166,15","1,99E-04",0,"15,74",,,,,,,,,,,,,,,,
BORON,TRIFLUORIDE,"67,806","0,4297","260,9","49,2","0,1236","0,284","146,05","173,35","146,05","8,23E-02",0,"19,14",,,,,,,,,,,,,,,,
THIONYL,CHLORIDE,"118,971","0,0946",567,"43,721","0,208","0,195","168,65","348,75","168,65","3,89E-06","1,4508","19,7664",,,,,,,,,,,,,,,,
